station,measure,date,value
DAL,Maintenance Delays per 100 Departures,2024-01-15,3.1
DAL,Maintenance Delays per 100 Departures,2024-01-22,2.3
DAL,Maintenance Delays per 100 Departures,2024-01-29,2.6
DAL,Maintenance Delays per 100 Departures,2024-02-05,1.9
DAL,Maintenance Delays per 100 Departures,2024-02-12,3.2
DAL,Maintenance Delays per 100 Departures,2024-02-19,2.1
DAL,Maintenance Delays per 100 Departures,2024-02-26,2.8
DAL,Maintenance Delays per 100 Departures,2024-03-04,1.7
DAL,Maintenance Delays per 100 Departures,2024-03-11,3.3
DAL,Maintenance Delays per 100 Departures,2024-03-18,2.4
DAL,Maintenance Delays per 100 Departures,2024-03-25,2.9
DAL,Maintenance Delays per 100 Departures,2024-04-01,1.8
DAL,Maintenance Delays per 100 Departures,2024-04-08,3.4
DAL,Maintenance Delays per 100 Departures,2024-04-15,2.2
DAL,Maintenance Delays per 100 Departures,2024-04-22,2.6
DAL,Maintenance Delays per 100 Departures,2024-04-29,1.9
DAL,Maintenance Delays per 100 Departures,2024-05-06,3.1
DAL,Maintenance Delays per 100 Departures,2024-05-13,2.3
DAL,Maintenance Delays per 100 Departures,2024-05-20,2.7
DAL,Maintenance Delays per 100 Departures,2024-05-27,1.6
DAL,Maintenance Delays per 100 Departures,2024-06-03,3.5
DAL,Maintenance Delays per 100 Departures,2024-06-10,2.0
DAL,Maintenance Delays per 100 Departures,2024-06-17,2.8
DAL,Maintenance Delays per 100 Departures,2024-06-24,1.9
DAL,Maintenance Delays per 100 Departures,2024-07-01,3.1
DAL,Maintenance Delays per 100 Departures,2024-07-08,2.2
DAL,Maintenance Delays per 100 Departures,2024-07-15,2.6
DAL,Maintenance Delays per 100 Departures,2024-07-22,1.8
DAL,Maintenance Delays per 100 Departures,2024-07-29,3.3
DAL,Maintenance Delays per 100 Departures,2024-08-05,2.1
DAL,Maintenance Delays per 100 Departures,2024-08-12,2.9
DAL,Maintenance Delays per 100 Departures,2024-08-19,1.7
DAL,Maintenance Delays per 100 Departures,2024-08-26,3.2
DAL,Maintenance Delays per 100 Departures,2024-09-02,2.4
DAL,Maintenance Delays per 100 Departures,2024-09-09,2.8
DAL,Maintenance Delays per 100 Departures,2024-09-16,1.6
DAL,Maintenance Delays per 100 Departures,2024-09-23,3.5
DAL,Maintenance Delays per 100 Departures,2024-09-30,2.0
DAL,Maintenance Delays per 100 Departures,2024-10-07,2.7
DAL,Maintenance Delays per 100 Departures,2024-10-14,1.8
DAL,Maintenance Delays per 100 Departures,2024-10-21,3.1
DAL,Maintenance Delays per 100 Departures,2024-10-28,2.3
DAL,Maintenance Delays per 100 Departures,2024-11-04,2.6
DAL,Maintenance Delays per 100 Departures,2024-11-11,1.9
DAL,Maintenance Delays per 100 Departures,2024-11-18,3.2
DAL,Maintenance Delays per 100 Departures,2024-11-25,2.1
DAL,Maintenance Delays per 100 Departures,2024-12-02,2.8
DAL,Maintenance Delays per 100 Departures,2024-12-09,1.7
DAL,Maintenance Delays per 100 Departures,2024-12-16,3.3
DAL,Maintenance Delays per 100 Departures,2024-12-23,2.4
DAL,Maintenance Delays per 100 Departures,2024-12-30,2.9
DAL,Maintenance Delays per 100 Departures,2025-01-06,1.8
DAL,Maintenance Delays per 100 Departures,2025-01-13,3.4
DAL,Maintenance Delays per 100 Departures,2025-01-20,2.2
DAL,Maintenance Delays per 100 Departures,2025-01-27,2.6
DAL,Maintenance Delays per 100 Departures,2025-02-03,1.9
DAL,Maintenance Delays per 100 Departures,2025-02-10,3.1
DAL,Maintenance Delays per 100 Departures,2025-02-17,2.3
DAL,Maintenance Delays per 100 Departures,2025-02-24,2.7
DAL,Maintenance Delays per 100 Departures,2025-03-03,1.6
DAL,Maintenance Delays per 100 Departures,2025-03-10,3.5
DAL,Maintenance Delays per 100 Departures,2025-03-17,2.0
DAL,Maintenance Delays per 100 Departures,2025-03-24,2.8
DAL,Maintenance Delays per 100 Departures,2025-03-31,1.9
DAL,Maintenance Delays per 100 Departures,2025-04-07,3.1
DAL,Maintenance Delays per 100 Departures,2025-04-14,2.2
DAL,Maintenance Delays per 100 Departures,2025-04-21,2.6
DAL,Maintenance Delays per 100 Departures,2025-04-28,1.8
DAL,Maintenance Delays per 100 Departures,2025-05-05,3.3
DAL,Maintenance Delays per 100 Departures,2025-05-12,2.1
DAL,Maintenance Delays per 100 Departures,2025-05-19,2.9
DAL,Maintenance Delays per 100 Departures,2025-05-26,1.7
DAL,Maintenance Delays per 100 Departures,2025-06-02,3.2
DAL,Maintenance Delays per 100 Departures,2025-06-09,2.4
DAL,Maintenance Delays per 100 Departures,2025-06-16,2.8
DAL,Maintenance Delays per 100 Departures,2025-06-23,1.6
DAL,Maintenance Delays per 100 Departures,2025-06-30,3.5
DAL,Maintenance Delays per 100 Departures,2025-07-07,2.0
DAL,Maintenance Delays per 100 Departures,2025-07-14,2.7
DAL,Maintenance Delays per 100 Departures,2025-07-21,1.8
DAL,Maintenance Delays per 100 Departures,2025-07-28,3.1
DAL,Maintenance Delays per 100 Departures,2025-08-04,2.3
DAL,Maintenance Delays per 100 Departures,2025-08-11,2.6
DAL,Maintenance Delays per 100 Departures,2025-08-18,1.9
DAL,Maintenance Delays per 100 Departures,2025-08-25,3.2
DAL,Maintenance Delays per 100 Departures,2025-09-01,2.1
DAL,Maintenance Delays per 100 Departures,2025-09-08,2.8
DAL,Maintenance Delays per 100 Departures,2025-09-15,1.7
DAL,Maintenance Delays per 100 Departures,2025-09-22,3.3
DAL,Maintenance Delays per 100 Departures,2025-09-29,2.4
DAL,Maintenance Delays per 100 Departures,2025-10-06,2.9
DAL,Maintenance Delays per 100 Departures,2025-10-13,1.8
